Scheme Name,DBT,Economic Distress,Description,Apply Link,min_age,max_age,caste_sc,caste_st,caste_obc,caste_ews,caste_general,caste_bc,caste_sebc,caste_vjnt,caste_sbc,caste_minority,caste_parsi,caste_all,is_farmer,is_student,is_disabled,is_widow,is_pregnant,is_unorganized_worker,is_entrepreneur,is_woman,is_artist,is_exservicemen,is_government,is_orphan,is_elderly,is_journalist,is_ews,is_low_income,income_upper_limit,income_category,sub_categories,primary_category,Residence_Cleaned,Minority_Type,Minority_Cleaned,Disability_Type,Disability_Cleaned,Benefit_Category,Marital_Status_Clean,BPL_Clean,Employment_Status_Clean,Application_Mode_Clean,Scheme_Type_Clean,Location_Clean
Widow B.Ed Scheme,Yes,Yes,B.Ed education support scheme for widowed or abandoned women.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Rajasthan,No,No,None,No,Financial,Widowed,No,Student,Both,State,Rajasthan
Kanya Sumangala Yojana,Yes,Yes,Financial assistance scheme for girl child welfare and empowerment.,https://pmil.in/up-govt-scheme/mksy-up-gov-in/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Uttar Pradesh,No,No,None,No,Financial,Single,No,Student,Both,State,Uttar Pradesh
Marriage Assistance to PwD / BPL,Yes,Yes,"₹30,000 assistance for first marriage of differently-abled persons from BPL Scheduled Tribe families.",N/A,18,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,BPL,['Social Welfare'],Social Welfare,Lakshadweep,No,No,Unspecified,Yes,Financial,Married,Yes,Unemployed,Both,UT,Lakshadweep
Theka Shramik & Domestic Women Serious Disease Aid,Yes,Yes,Medical assistance for serious illnesses for unorganized workers including female domestic workers.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Chhattisgarh,No,No,None,No,Financial,Single,No,Employed,Both,State,Chhattisgarh
Scholarship for Children of Domestic Women Workers,Yes,Yes,Scholarship for children of domestic female workers and manual laborers.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Chhattisgarh,No,No,None,No,Scholarship,Single,No,Student,Both,State,Chhattisgarh
Distance Education Scheme for Girls,Yes,Yes,"Course fee reimbursement for girls pursuing distance education for UG, PG, diploma and certificate programs.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Rajasthan,No,No,None,No,Composite / Multi,Single,No,Student,Both,State,Rajasthan
Urdu Scholarship for Female Students,Yes,Yes,Monthly scholarship for girls studying Urdu as an optional subject at UG and PG levels.,https://timesofindia.indiatimes.com/city/bhopal/ladli-behna-aid-will-now-cost-state-22000-cr/year/articleshow/121982105.cms?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Rajasthan,Muslim,Yes,None,No,Scholarship,Single,No,Student,Both,State,Rajasthan
Assistance for Daughter's Marriage,Yes,Yes,"Financial assistance of ₹25,000 for the marriage of up to two daughters of widows of ex-servicemen up to Havaldar rank.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Rajasthan,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Rajasthan
Subsidy Scheme for Poultry Farming (ST Beneficiaries),Yes,Yes,Financial assistance and training stipend for ST individuals for poultry farming units.,N/A,18,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Employment', 'Agriculture']",Employment,Gujarat,No,No,None,No,Composite / Multi,Single,No,Unemployed,Both,State,Gujarat
Aapki Beti Yojana,Yes,Yes,Annual financial assistance to girls from BPL families who have lost one or both parents.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BPL,"['Women Welfare', 'Education']",Women Welfare,Rajasthan,No,No,None,No,Composite / Multi,Single,Yes,Student,Both,State,Rajasthan
Scholarship for Chhattisgarh Students Studying Outside the State,Yes,Yes,"Scholarship of ₹2,000 per month for Chhattisgarh students pursuing engineering outside the state.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Chhattisgarh,No,No,None,No,Scholarship,Single,No,Student,Both,State,Chhattisgarh
Merit cum Means Scholarship: Polytechnic Institutions,Yes,Yes,Monthly scholarship of ₹600 for eligible polytechnic students in Chhattisgarh.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Chhattisgarh,No,No,None,No,Scholarship,Single,No,Student,Both,State,Chhattisgarh
Bicycle Distribution Scheme for Girl Students of Economically Weaker Section,Yes,Yes,Free bicycles for EWS girl students from Class 6 to 8 in government schools.,N/A,11,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,EWS,['Transport'],Transport,Rajasthan,No,No,None,No,In Kind,Single,Yes,Student,Both,State,Rajasthan
Free Scooty Distribution for Girls (GEN-CATEGORY-EWS),Yes,Yes,"Free scooty, helmet, and petrol for meritorious EWS girl students scoring 85%+ in Class 10 and 12 exams.",N/A,16,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,EWS,['Transport'],Transport,Rajasthan,No,No,None,No,In Kind,Single,Yes,Student,Both,State,Rajasthan
Interest Subvention to Animal Husbandry Beneficiaries,Yes,Yes,4% interest subvention on short-term loans via Kisan Credit Card for animal husbandry.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Agriculture']",Financial Support,Gujarat,No,No,None,No,Other,Single,No,Employed,Both,State,Gujarat
Purebreed Gir/Kankarage Male Cow Calves Rearing Scheme,Yes,Yes,Financial assistance to registered Gaushalas for rearing purebred Gir/Kankrej male calves for promoting pure breeding.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,No,No,None,No,Financial,Single,No,Other,Both,State,Gujarat
Samajik Sewa Bhatta Scheme,Yes,Yes,"₹1,500 monthly pension to traditional faith healers.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Sikkim,No,No,None,No,Pension,Single,No,Unemployed,Both,State,Sikkim
Assistance of Concentrate Feed for Pregnant Animals (General Category),Yes,Yes,Free concentrate feed provided to pregnant cattle owned by general category livestock owners to ensure their good health and increase milk production.,https://hpahdbt.hp.gov.in/Home/cow_buffalo_ration_scheme_under_scsp?utm_source=chatgpt.com,18,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,No,No,None,No,Other,All,No,Employed,Both,State,Gujarat
Construction of Dudhghar/ Godown (Scheduled Tribe Area),Yes,Yes,Financial assistance for milk storage and cattle feed godown construction for milk co-ops in ST areas.,N/A,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Agriculture', 'Infrastructure']",Agriculture,Gujarat,No,No,None,No,Financial,All,No,Other,Both,State,Gujarat
Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole,Yes,Yes,Financial assistance to develop essential infrastructure in Gaushalas and Panjrapoles.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Agriculture', 'Infrastructure']",Social Welfare,Gujarat,No,No,None,No,Financial,All,No,Other,Both,State,Gujarat
Assistance Scheme for Handloom Spinning-Weaving Women Workers,Yes,Yes,"Up to ₹25,000 equipment support with 90% subsidy for women handloom spinning and weaving workers.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,[],Other,Uttarakhand,No,No,None,No,Composite / Multi,All,No,Employed,Both,State,Uttarakhand
90 Percent Assistance in Planting Material of Horticultural Fruit Crops,Yes,Yes,90% financial assistance for farmers to purchase planting material for fruit crops.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,No,No,None,No,Financial,All,No,Employed,Both,State,Gujarat
One-Time Grant Money to Soldiers Conferred With Vishisht Seva Medal Award,Yes,Yes,One-time financial grant to soldiers awarded Vishisht Seva Medal.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Defence'],Defence,Uttarakhand,No,No,None,No,Financial,All,No,Employed,Both,State,Uttarakhand
Government-Run Old Age and Infirm Homes,Yes,Yes,Free residential and daily life support for destitute elderly above 60 years.,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,"['Senior Citizen', 'Social Welfare']",Senior Citizen,Uttarakhand,No,No,None,No,Housing,All,No,Unemployed,Both,State,Uttarakhand
Assistance of Concentrate Feed After Parturition (Scheduled Caste Category),Yes,Yes,150 kg free concentrate feed for cattle owned by Scheduled Caste livestock owners post-parturition.,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,No,No,None,No,Other,All,No,Employed,Both,State,Gujarat
Old Age Pension for the Construction Workers (On Completion Of 60 Years) (UKBOCWWB),Yes,Yes,"₹1,000 monthly pension for retired construction workers above 60 years of age.",N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Uttarakhand,No,No,None,No,Pension,All,No,Retired,Both,State,Uttarakhand
Saraswati Sadhana Yojana for Socially and Educationally Backward Girls studying in Class 9th,Yes,Yes,Free bicycles to SEBC girls studying in Class 9 in government and aided schools.,https://auscan.in/saraswati-sadhana-yojana/?utm_source=chatgpt.com,12,100,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Gujarat,No,No,None,No,In Kind,Single,No,Student,Both,State,Gujarat
Assistance for Daughters’ Marriage of the Construction Workers (UKBOCWWB),Yes,Yes,Financial assistance for the marriage of female construction workers and their daughters.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Uttarakhand,No,No,None,No,Financial,Single,No,Employed,Both,State,Uttarakhand
Special Incentive to OBC Meritorious Students (Boys & Girls),Yes,Yes,"Incentive of up to ₹10,000/- for OBC students scoring 80% or more in HSSLC exams to motivate higher education.",N/A,18,100,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Education']",Financial Support,Assam,No,No,None,No,Financial,All,No,Student,Both,State,Assam
Bebe Nanki Laadli Beti Kalyan Scheme,Yes,Yes,Launched to improve gender ratio and provide financial assistance for girl child welfare.,https://sswcd.punjab.gov.in/en/bebe-nanki-laadli-beti-kalyan-scheme?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Punjab,No,No,None,No,Financial,Single,No,Dependent,Both,State,Punjab
Dai Didi Mobile Clinic Scheme,Yes,Yes,"Mobile health services exclusively for women, providing free treatment and medicines.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Chhattisgarh,No,No,None,No,Other,All,No,Other,Both,State,Chhattisgarh
Mukhyamantri Kanya Vivaah / Nikaah Yojana,Yes,Yes,Financial assistance and group marriage benefits for eligible girls/women.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Madhya Pradesh,No,No,None,No,Financial,Single,No,Other,Both,State,Madhya Pradesh
Back-to-Lab Research Fellowship Programme,Yes,Yes,Fellowship to re-enter science research for women with career breaks.,N/A,27,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Kerala,No,No,None,No,Fellowship,All,No,Unemployed,Both,State,Kerala
Mangalya Scheme For Widow Remarriage,Yes,Yes,Financial assistance to widows and divorced women for remarriage.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Kerala,No,No,None,No,Financial,Widowed,No,Other,Both,State,Kerala
Entrepreneurship Development by SC & ST Women in STEM,Yes,Yes,Entrepreneurship development in STEM fields for SC & ST women.,N/A,18,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Business'],Business,Kerala,No,No,None,No,Composite / Multi,All,No,Unemployed,Both,State,Kerala
Kanya Vivah Sahayta Yojana,Yes,Yes,Financial assistance for marriageable daughters of registered labourers and construction workers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Uttar Pradesh,No,No,None,No,Financial,Single,No,Employed,Both,State,Uttar Pradesh
WISE Post-Doctoral Fellowship,Yes,Yes,Fellowship for women scientists to re-enter basic and applied research as bench-level scientists.,N/A,27,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,None,No,Fellowship,All,No,Unemployed,Both,Central,India
Indo-French Postdoctoral Research Programme for Women,Yes,Yes,Fellowship for women to conduct postdoctoral research with Indo-French collaboration.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,None,No,Fellowship,All,No,Unemployed,Both,Central,International
Mai Bhago Vidya Scheme,Yes,Yes,Free cycle distribution scheme to support girl child education and empowerment.,https://sswcd.punjab.gov.in/en/mai-bhago-vidya-scheme?utm_source=chatgpt.com,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Punjab,No,No,None,No,In Kind,All,No,Student,Both,State,Punjab
Concessional Bus Travel Facility to Women above 60 - Punjab,Yes,Yes,50% bus fare concession for women aged 60+ on Punjab state buses.,https://sswcd.punjab.gov.in/en/concessional-bus-travel-facility-to-women-above-60-years-of-age?utm_source=chatgpt.com,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,"['Senior Citizen', 'Social Welfare']",Senior Citizen,Punjab,No,No,None,No,Other,All,No,Retired,Both,State,Punjab
Cash Award (APB&OCWWB),Yes,Yes,Cash awards to children of registered construction workers based on examination marks.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Arunachal Pradesh,No,No,None,No,Financial,All,No,Student,Both,State,Arunachal Pradesh
Nihshaktajan Vivaah Protsaahan Yojana,Yes,Yes,Financial assistance for marriage of differently-abled persons.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Madhya Pradesh,No,No,Unspecified,Yes,Financial,Single,No,Other,Both,State,Madhya Pradesh
Surakshit Matritva Aashwasan Yojana (SUMAN),Yes,Yes,Free and zero-expense maternal healthcare up to 6 months post-delivery.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,All India,No,No,None,No,Other,Married,No,Other,Both,Central,India
Kali Bai Bheel Medhavi Chhatra Scooty Scheme,Yes,Yes,Free scooty for meritorious girl students in Rajasthan.,https://www.buddy4study.com/article/kalibai-bheel-medhavi-chhatra-scooty-yojana?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Education']",Financial Support,Rajasthan,No,No,None,No,In Kind,All,No,Student,Both,State,Rajasthan
Mukhya Mantri Grihini Suvidha Yojana,Yes,Yes,Free LPG gas connections for families not covered under Ujjwala Yojana.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Himachal Pradesh,No,No,None,No,Other,Married,Yes,Other,Both,State,Himachal Pradesh
"Matritva, Shishu Evam Baalika Madad Yojana",Yes,Yes,Financial assistance for mothers and girl children to promote girl child welfare.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Uttar Pradesh,No,No,None,No,Financial,Married,No,Other,Both,State,Uttar Pradesh
Shelter Home For Women (SHW),Yes,Yes,"Temporary shelter, skill training, and counselling for women without social support.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Goa,No,No,None,No,Composite / Multi,All,No,Unemployed,Both,State,Goa
Delhi Pension Scheme To Women In Distress (Widow Pension),Yes,Yes,"Pension to widows, separated, divorced, abandoned, destitute women in distress without means of subsistence.",https://wcd.delhi.gov.in/wcd/delhi-pension-scheme-women-distress-widows-divorced-separated-destitute-abandoned-women?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Delhi,No,No,None,No,Pension,Widowed,Yes,Other,Both,State,Delhi
Scheme For Adolescent Girls,Yes,Yes,"Support for self-development, nutrition, health, and hygiene for out-of-school adolescent girls.",N/A,11,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,All India,No,No,None,No,Medical,All,No,Student,Both,Central,India
YSR Kapu Nestham,Yes,Yes,"₹75,000/- financial assistance for women from specified backward classes to enhance livelihood.",https://www.india.gov.in/information-ysr-kapu-nestham?utm_source=chatgpt.com,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Andhra Pradesh,No,No,None,No,Financial,Married,No,Unemployed,Both,State,Andhra Pradesh
Sikkim Unmarried Women Pension Scheme,Yes,Yes,₹2000 monthly pension for BPL unmarried women in Sikkim.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,BPL,['Social Welfare'],Social Welfare,Sikkim,No,No,None,No,Pension,Single,Yes,Unemployed,Both,State,Sikkim
Gargi Puruskar Yojana,Yes,Yes,Financial assistance and recognition to girl students on Basant Panchami under Gargi Puruskar.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Education']",Women Welfare,Rajasthan,No,No,None,No,Composite / Multi,All,No,Student,Both,State,Rajasthan
YSR EBC Nestham,Yes,Yes,"₹45,000/- financial assistance to women from Economically Backward Classes in three phases.",N/A,45,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Andhra Pradesh,No,No,None,No,Financial,Married,No,Unemployed,Both,State,Andhra Pradesh
Mukhya Mantri Hamari Betiyan Yojana,Yes,Yes,Educational support for girl students to promote girls’ education in Rajasthan.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Rajasthan,No,No,None,No,Composite / Multi,All,No,Student,Both,State,Rajasthan
Savitribai Phule Scholarship For VJNT And SBC Girl Students,Yes,Yes,"Scholarship to reduce dropout rate for girls from Vimukta Jati, Nomadic Tribes, and Special Backward Classes.",N/A,0,17,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Education']",Women Welfare,Maharashtra,No,No,None,No,Scholarship,All,No,Student,Both,State,Maharashtra
Mukhyamantri Kanya Abhibhawak Pension Scheme,Yes,Yes,Pension for families with only one daughter to support their livelihood.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Madhya Pradesh,No,No,None,No,Pension,Married,No,Other,Both,State,Madhya Pradesh
Saraswati Cycle Yojana,Yes,Yes,"Free cycle scheme to help girls commute to school, improving enrollment and retention.",https://www.egovtschemes.com/ysr-kapu-nestham/?utm_source=chatgpt.com,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Chhattisgarh,No,No,None,No,In Kind,All,No,Student,Both,State,Chhattisgarh
Chief Minister Ekal Nari Samman Pension Yojana,Yes,Yes,"Pension scheme for widows, divorced, separated, or destitute women to support their livelihood.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Rajasthan,No,No,None,No,Composite / Multi,Single,No,Other,Both,State,Rajasthan
Financial Assistance To Dependent Children Of Widows And Destitute Women,Yes,Yes,₹1000 per month financial assistance for children of widows and destitute women.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Chandigarh,No,No,None,No,Financial,All,No,Dependent,Both,UT,Chandigarh
AGR 3 (Farm Mechanization) Scheme For ST Farmers,Yes,Yes,Financial assistance for Scheduled Tribe farmers to purchase agricultural mechanization equipment.,N/A,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,No,No,None,No,In Kind,All,No,Other,Both,State,Gujarat
Widow Pension - Uttar Pradesh,Yes,Yes,Financial assistance through pension for widows in Uttar Pradesh.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Uttar Pradesh,No,No,None,No,Pension,Widowed,No,Other,Both,State,Uttar Pradesh
Prerana (Micro Credit Finance) Scheme,Yes,Yes,"₹2,50,000 micro credit for SC/ST women SHGs with subsidies.",N/A,21,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Karnataka,No,No,None,No,Loan,Single,No,Self-Employed,Both,State,Karnataka
Financial Assistance To Poor & Needy Widow Women,Yes,Yes,Pension for poor and needy widows aged 18-40 in Manipur.,N/A,18,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Manipur,No,No,None,No,Composite / Multi,Widowed,No,Other,Both,State,Manipur
WISE Fellowship for Ph.D.,Yes,Yes,Fellowship for women to pursue Ph.D. in STEM fields under WISE program.,N/A,27,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,All India,No,No,None,No,Fellowship,All,No,Unemployed,Both,Central,India
Financial Assistance for the Purchase of Sewing Machine (CBOCWWB),Yes,Yes,Financial assistance for sewing machine purchase to female construction workers or their spouses.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,Chandigarh,No,No,None,No,Financial,Married,No,Self-Employed,Both,UT,Chandigarh
Maternity Benefit (A.B.O.C.W.W.B),Yes,Yes,Maternity financial assistance for registered female construction workers in Assam.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Health', 'Social Welfare']",Health,Assam,No,No,None,No,Medical,Married,No,Other,Both,State,Assam
Marriage Assistance (A.B.O.C.W.W.B),Yes,Yes,Marriage assistance for children of registered construction workers in Assam.,N/A,18,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Assam,No,No,None,No,Other,Married,No,Other,Both,State,Assam
Grant of Incentive for Marriage Between Differently Abled Person,Yes,Yes,"₹2,00,000 incentive for marriage between differently-abled persons (₹40,000 cash + ₹1,60,000 NSC).",https://www.uphwd.gov.in/en/article/disabled-people-to-marry-award?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Puducherry,No,No,Unspecified,Yes,Financial,Married,No,Other,Both,UT,Puducherry
Mukhyamantri Matrupushti Uphar,Yes,Yes,₹500 DBT for antenatal checkups for pregnant women in Tripura.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Tripura,No,No,None,No,Composite / Multi,Married,No,Other,Both,State,Tripura
